Stavek,Polisemna lema
"Operaterski del SŽ skrbi za prevoze, ki so v zadnjih letih boljši, ne pa popolni. ",leto
Odpiramo vrata naše šole,vrata
Nato del drobno zrežemo in zmešamo z beljakoma in 300 g smetane ter zamrznemo. ,zamrzniti
"Toda bolj ali manj vsi so posledica notranje praznine, blokad in zastojev energije v sistemu meridianov energetskih kanalov, ki tvorijo osnovo fizičnega telesa. ",sistem
"Rešitev je nešteto, z izkušnjami pa boste vsako leto zagotovo spoznali še kakšno novo.",leto
"Hiša v bližini Višnje Gore slovi tudi po prelepih pelargonijah, ki jih Anica vsako leto vzgoji iz potaknjencev. ",leto
Potaknjence shranjuje v zelo hladnem prostoru v pritličju hiše. ,hladen
"Še pred tridesetimi leti rdeča sadna pršica ni predstavljala hudega problema, ne na sadju ne na vinski trti, saj ima veliko naravnih sovražnikov, na primer plenilske pršice, hroščke čistilce, pikapolonice … ",leto
"V preteklih letih pa se je zaradi uporabe insekticidov in fungicidov ekološko ravnovesje porušilo, število koristnih plenilcev se je bistveno zmanjšalo, pršica pa se je tako razširila, da povzroča veliko škodo. ",leto;velik
Uspeva v veliki posodi,velik
"Korenine, korenike in večja semena lahko tudi nastrgamo. ",velik
"Pri profesionalnih kmetovalcih, družini Likozar, ob koncu poletja pričakujejo nagrado za vestno delo na vrtu skozi vse leto. Ko pobirajo pridelke, pa se že soočijo z novim vprašanjem: kako naj jih uskladiščijo, da bodo čim dlje ohranili svežino. ",leto
"Še najbolj preprosto je, da tik pred napovedanim mrazom poberemo z vrta kar cele paradižnikove rastline in jih s koreninami navzgor obesimo v hladen prostor. ",hladen
V letošnjem letu pa pričakujem še veliko težav z gnitjem gomoljev. ,leto
Ta rododendron so leta 2005 z odliko nagradili v poskusnih nasadih Kraljevega hortikulturnega združenja (RHS). ,leto
Marija iz Prekmurja ima na vrtu dve veliki gredici jagod. ,velik
"- ob priložnosti revijo in Klub Gaia predstavite svojemu sogovorniku, priložnost izkoristite tudi, ko je zbrana večja skupina ljudi (npr. promocije kakšnega izdelka …).",velik
"Sredi avgusta smo se odpravili na nekoliko daljši in višji vzpon v Krnskem pogorju, čeprav Velika Baba (2016 metrov) po svoji zemljepisni legi spada pravzaprav še h Komni. ",velik
"Po dveh urah razpotegnjenega cikcakanja skozi senčnat (pretežno bukov) gozd smo prišli na odprt svet pri zgornji postaji tovorne žičnice in nadaljevali po položnem kamnitem 'kolovozu' do neizrazitega prevala pod Vrhom Duplja, koder se pot spusti proti Planinskemu domu pri Krnskih jezerih, ki ga je PD Nova Gorica leta 1984 postavilo v gozdičku nad Dupeljskim jezerom v kotanji med Veliko Babo, Malim Šmohorjem in Velikim Lemežem. ",leto;velik;velik
Podobno bo naredila s sadilno jamo za sajenje brogovite in hortenzije. ,jama
Plodovi so veliki in podolgovato stožčasti. ,velik
"V zimskih dneh si pripravimo čaj iz šipka z dodatkom dobre misli, ameriškega slamnika in drugih zelišč, ki spodbujajo delovanje imunskega sistema. ",sistem
"V zadnjem času smo priča vse večjemu pojavljanju mravelj v stanovanjih, gospodarskih poslopjih in njihovi okolici. ",velik
"Tako je na primer seme solate lahko kaljivo še po treh letih, seme fižola, graha in špinače po dveh letih, repa in peteršilj pa kalita samo eno leto. ",leto;leto;rep;leto
"Hikorija zraste v mogočno drevo z razvejano krošnjo, zato se zanjo odločimo le, če imamo dovolj velik vrt. ",velik
Za meter in pol visoko drevesce izkopljemo vsaj šestdeset centimetrov globoko in prav toliko široko sadilno jamo. ,jama
Pred sajenjem porežemo vse poškodovane korenine in položimo koreninsko grudo v jamo. ,jama
"Tako pripravljeno zemljo vsujemo v jamo, dobro potlačimo ter temeljito zalijemo z vodo, da se prst usede. ",jama
"Na drevesih, ki smo jih posadili v lanskem letu in so potrebovala oporo, pregledamo, če se vrvica, s katero smo rastlino privezali ob oporo, ne zajeda v lubje rastline. ",leto
"Sorte malin, odporne proti bolezni stebla in bolezni koreninskega sistema ",sistem
"Plodovi rastejo v velikih grozdih, so intenzivno rdeče obarvani, dobrega okusa in aromatični. ",velik
Pridelek je velik. ,velik
"Gre za lestvico, ki označuje kislost oziroma bazičnost. ",lestvica
Razpon lestvice je od 1 do 14. ,lestvica
"To lestvico je potrebno upoštevati, kadar se odločamo za sajenje rastlin, ki potrebujejo nekoliko kislo zemljo. ",lestvica
"Korita z zelenimi strukturnimi rastlinami dognojujemo z gnojilom za zelene rastline plantella list, ki pospeši tvorbo velikih zdravih zelenih listov in zdravih korenin ter poveča odpornost rastlin. ",velik
"Seme se razvije v semenskih glavicah, ki spominjajo na čopke pri koruzi, le da so nekoliko gostejši in večji. ",velik
"Na voljo imamo tako le nekaj listopadnih grmičkov in trajnic, med zimzelenimi pa lahko izberemo ruševje in zimzeleno kosteničevje, ki pa lahko ob večjem zaužitju plodov povzroči manjše težave. ",velik
"To so bukev, brek, poljski javor,beli gaber, velikolistna lipa, veliki jesen, divja češnja, gorski brest (ovit z zimzelenim bršljanom), rumeni dren, evropski mecesen, zeleni bor, navadna smreka in jelka, hrast, navadna leska, črni bezeg. ",velik
"Ko so rastlinice že nekoliko večje, jih razredčimo na razdaljo štirideset centimetrov, da imajo dovolj svetlobe in prostora. ",velik
"Semena vsebujejo velik delež visokokvalitetnih beljakovin z življenjsko pomembnimi aminokislinami, vitaminov iz skupine B ter mineralov, kot so kalcij, železo, magnezij, fosfor, baker in mangan, ki jih ne najdemo v žitih. ",velik
"Zato se njihov koreninski sistem ne razvija enakomerno z nadzemnim delom, rastlina je vso rastno dobo manj odporna, teže pride tudi do vode in hranil. ",sistem
"Z različnimi pokrivali sicer zavarujemo nadzemni del, koreninski sistem pa je še vedno na mrzlem. ",sistem
"Sredi aprila smo nanjo posadili čebulo, in to v vrste, med katerimi smo pustili nekoliko večje razdalje. ",velik
Slika 9: Kapljični namakalni sistem za plodovke si lahko izdelamo kar sami.,sistem
Zaradi velike količine vlage pri tleh se najprej okužijo spodnji listi. ,velik
"Če je na voljo veliko vlage, se okužijo tudi mladi majhni plodički ali tudi že obarvani večji plodovi. ",velik
Nekatere vrste so aktivne tudi pri 0 stopinjah. ,aktiven
Večina insektov je zato najbolj aktivnih zgodaj zjutraj ali zvečer. ,aktiven
"Kot primer naj nam služi aktivno napadanje komarjev, ki ga vsi občutimo na lastni koži. ",aktiven
Na mladih poganjkih in popkih vztrajajo vse leto. ,leto
"Povzročijo lahko veliko škodo, saj so tudi potencialni prenašalci virusnih bolezni; skozi rane, ki jih povzročajo, lahko v rastline vstopajo različni povzročitelji bolezni. ",velik
Pri večjem pojavu jih učinkovito zatiramo s pripravkom vivera karate zeon. ,velik
Polži se radi gostijo tako na zelenjavi kot okrasnih rastlinah in veljajo za največjo nadlogo na vrtu. ,velik
"Prvo leto poskušamo vzgojiti lepo spodnjo etažo, saj je to pozneje skorajda nemogoče vzgojiti. ",leto
"Uspešno zatiranje prve generacije prihrani in omogoči uspešno zorenje večjega števila plodov, ki jih moramo ščititi tudi proti drugi generaciji, ki se razvije v sredini julija. ",velik
"Tako bodo v pravem kotu trikotnika posajeni trije lovorikovci (Prunus laurocerasus), namesto kamenja pa bo betonske jaške prekrival velik razprostrt brin (Juniperus chinensis 'Old Gold'). ",velik
Pred njim bo ostri kot zakrivala rumena plazeča trdoleska (Euonymus fortunei 'Emerald'n gold'). ,oster
"Suha in topla poletja bolezen pospešujejo, medtem ko jo vlažna in hladna zadržijo. ",hladen
"Cvetoče rastline redno dognojujemo s tekočim gnojilom na osnovi alg plantella cvet, ki je obogateno z vitamini iz skupine B za večjo odpornost. ",velik
"Drugače pa drevo obrodi že pri petih letih, v polno rodnost pa preide do petnajstega leta. ",leto;leto
"Oreščki so zreli, ko odpadejo, zato jih običajno pobirajo ročno, na večjih plantažah pa jih klatijo in pobirajo tudi z mehanskimi napravami. ",velik
V nižinskih legah so uši prisotne v večjem obsegu in hitreje okužijo rastline z virusi. ,velik
Semenske gomolje zamenjamo vsaj vsako drugo leto. ,leto
"Pri Likozarjevih, profesionalnih kmetovalcih, ki se na manjši gredici ukvarjajo tudi z ljubiteljskim vrtnarjenjem, se v tem mesecu večji del skrbi vrti okoli zalivanja. ",velik
"Postavitev skalnjaka nam vedno predstavlja velik izziv, saj je potrebno najprej izbrati primerne kamne, jih pripeljati, postaviti tako, kot bi bili tam že od nekdaj, in zasaditi rastline. ",velik
"Za skalnjak so primerne vse rastline, ki rastejo počasi in tudi njihova končna velikost ni tako velika, da bi porušila ravnovesje. ",velik
"Najboljšo zaščito pa jim predstavlja kar proizvajanje aktivnih snovi, ki učinkujejo protivirusno. ",aktiven
"Pazimo, da to opravimo v času, ko se plodovi barvajo iz zelene v rumeno barvo, saj takrat je velika nevarnost napada mladih plodov. ",velik
Na letošnjem dnevu odprtih vrat pa bodo svoje znanje vrtnarjenja izkazovali tudi mladi vrtnarji iz vse Slovenije. ,vrata
"Na ta dan se bo namreč odvijalo razburljivo vrtnarsko nagradno tekmovanje Moja cvetlična greda, na katerem se bodo med seboj pomerili šolarji iz šestih šol iz vse Slovenije v zasajevanju 2-krat 2 metra velike gredice. ",velik
Prvi velecvetni srobot se je pojavil v Evropi okoli leta 1850. ,leto
"Leta 1858 so Jackmanovi v Južni Angliji uspeli skrižati to vrsto z južnim srobotom (Clematis viticella), ki je domač v Sredozemlju. ",leto
"Slovenci smo ljubitelji kontrastnih zasaditev in vemo, kako doseči največji učinek. ",velik
"Še balkona ne potrebujemo, kaj šele velike terase, kjer bi si lahko privoščili že pravi mali skalnjak. ",velik
"V senci so večje, manj zbite, bolj razkošne in bolj zelene, na soncu pa zbite, manjše in prilegle k zemlji. ",velik
Ob velikemu brinu v kotu pobočja bomo za večjo barvitost posadili prekrivno vrtnico sorte Rosa »Gartenfreunde«. ,velik;velik
"Privezana mora biti vsaj prva tri do štiri leta, v primeru jablane, cepljene na šibko podlago M–9, pa kar vse življenje drevesa. ",leto
"37 Dan odprtih vrat, prijavnica …",vrata
Obiščite nas ob dnevu odprtih vrat!,vrata
"Kifeljčar je pravzaprav sorta z imenom Kresnik, ki jo je v osemdesetih letih prejšnjega stoletja vzgojil žlahtnjitelj Anton Praprotnik v sodelovanju s Kmetijskim inštitutom Slovenije s križanjem sort Jana in Anoka. ",leto
"Kot nova slovenska sorta Kresnik je bila uradno priznana leta 1989, čeprav smo jo pridelovali že prej. ",leto
"Rastline so manjše rasti, s številnimi tanjšimi okroglimi stebli, s srednje velikimi svetlo zelenimi listi, ki se v sušnih razmerah pogosto zvijajo. ",velik
"Še balkona ne potrebujemo, kaj šele velike terase, kjer bi si lahko privoščili že pravi mali skalnjak. ",velik
"V senci so večje, manj zbite, bolj razkošne in bolj zelene, na soncu pa zbite, manjše in prilegle k zemlji. ",velik
"Odstranimo morebitno kamenje, nerazpadle rastlinske dele, ki so večji od treh centimetrov, in plevel. ",velik
"Skoraj vse naštete težave so veliko večje, če so rastline preveč gnojene z dušikom, zato uporabljamo vsa gnojila po navodilih, ne pretiravamo za »dobro mero«. ",velik
"Ta učinkuje takoj, ker pa je aktivna snov naravna, nam ni potrebno skrbeti za karenco.",aktiven
"Tako kot pri večini listne zelenjave, so njen največji sovražnik listne uši, ki pa jih pri nas doma dokaj uspešno zatirajo kar pikapolonice, ki so njihov naravni sovražnik. ",velik
"Druga uspešna oblika zatiranja mravelj, ki pa je izredno uporabna, posebej na mestih, kjer si ne želimo neposrednega stika z aktivno snovjo (kuhinjski pult, med vrtninami …), je effect vaba za mravlje. ",aktiven
"Aktivna snov začne delovati šele čez nekaj časa, s tem pa delavkam ponudi možnost, da si jo podelijo še z drugim zarodom in matico v gnezdu. ",aktiven
"Učinek je viden čez nekaj dni, ko se aktivna snov v celoti sprosti in okuži celotno gnezdo. ",aktiven
"Na zunanjih rastlinah se najpogosteje pojavlja proti koncu rastne dobe, predvsem ob toplih dnevih, hladnih nočeh in brezvetrju. ",hladen
"Na določenih rastlinah povzroči večjo škodo, na drugih manjšo. ",velik
"Na sobnih rastlinah se znaki lahko pojavljajo vse leto, odvisno od zračne vlage in temperature.",leto
"Najhitreje se širi v toplem in suhem vremenu brez padavin, hladnih nočeh in brezvetrju. ",hladen
Glede na veliko izbiro cvetočih rastlin se pri aranžiranju lahko prepustimo domišljiji in si vsak dan pripravimo drugačno razvedrilo. ,velik
"Posvet bodo končali s sprejemom na Grajenščaku, želeli pa so ga povezati tudi z Martinovim utripom, a bo ta tokrat v Ptuju skromnejši kot v prejšnjih letih: prireditve bodo le v ponedeljek, 11. novembra, in se ne bodo pričele 8. novembra, kot je bilo prvotno načrtovano.",leto
"Pomembna novica je tudi, da je v založbi umetniškega kabineta Primoža Premzla Maribor pred kratkim izšla druga za Ptuj pomembna turistična publikacija v slovenskem, nemškem in angleškem jeziku.",jezik
Slovenski krščanski demokrati so tudi na območju osme volilne enote v predvolilnem času zelo aktivni. ,aktiven
"To ne bi bilo nič posebnega, če ne bi babica imela za seboj že 92 let. ",leto
"PTUJ * V nedeljo, 10. novembra, in vse prihodnje nedelje do novega leta bo v razstavišču pod gradom nedeljska matineja z risankami, namenjena otrokom do 10. leta in njihovim staršem. ",leto;leto
"Obnove v preteklih letih so komaj zadostovale za enostavno reprodukcijo, odkar pa so za ta namen na voljo nepovratna sredstva, pa bo morda drugače. ",leto
"Temeljna značilnost martinovanja je bila že v preteklosti močna povezanost z vsem, kar so ljudje čez leto pridelali, ustvarili in vzredili. ",leto
"Albin Lugarič je od leta 1955, ko se je prvič predstavil v ptujskem mestnem muzeju, razstavljal doma in na tujem več kot šestdesetkrat. ",leto;tuj
Prihodnje leto bomo zabeležili slikarjevo sedemdesetletnico in pet desetletij njegovega likovnega ustvarjanja.,leto
Barvna lestvica zelja je raznolika prav tako kot oblika glav. ,lestvica
Razkuhano zelje je brozgasto in dobi oster okus.,oster
"Dekle z olivno poltjo, staro kakšnih petnajst let, je imelo nad obrvjo vtetovirano znamenje tolpe. ",leto
"Prvi mladenič je iz toka na rami potegnil nekaj, kar je bilo podobno veliki baterijski svetilki, in na držalu obrnil nekakšen obroč. ",velik
"Komaj je zaprl okno, že so planili v prostor, pred sabo pa rinili nakupovalni voziček. ",zapreti
"Tako dolgo jo je masiral po sapniku, da je le pogoltnila. ",pogoltniti
"»Ja, ja, sem pa vsaj dovolj visoka, da lahko izstrelim most malo dlje.«",most
"Navsezadnje je bil star štirinajst let in to je bila prva punca, s katero se je sploh kdaj pogovarjal.",leto
Zapahi so popustili in vrata so se sama odprla.,vrata
"Če bi se res kaj zgodilo, bi bila z zložljivim mostom takoj na tleh.",most
"Korporacija jih je poslala takrat, kadar je šlo za res velike vsote.",velik
Kozmo je debelo pogoltnil. ,pogoltniti
"Temna samica, polna ostrih predmetov.",oster
Štefan je stopil v kočo in za sabo zaprl vrata. ,zapreti;vrata
»Od tod vidim vrata. ,vrata
Samo vod boš potegnil do Satelita in ga vklopil v vrata. ,vrata
Gumijasti podplati so odvedli večji del udara stran od njunih teles. ,velik
"Vrata spalnic so se deaktivirala, sledilni program pa ni mogel delovati. ",vrata
Naj te potolažim: energijski sunek jih ni ubil. ,ubiti
"»Ubil jo bom,« je zakričal. ",ubiti
"Alejandra Ávalos Rodríguez, ki bo nastopila kot Casandra, je bila pol leta poročena s poslovnežem Alejandrom Marcosom in imata hčerko Valetino, sicer pa smo jo gledali tudi v telenovelah Siempre te amaré ali v Te amo, v telenoveli Tenías que ser tú pa je zapela tudi uvodno pesem. ",leto
"Akne, ki se jih bojijo predvsem najstniki, niso v ničemer povezane z uživanjem čokolade, razen če ne gre za čokolado dvomljive kakovosti oziroma takšno, ki so ji dodane velike količine maščob in sladkorja.",velik
SISTEM POROČIL,sistem
Velik del severnega dela Amerike je skoraj puščava. ,velik
"Gotovo boste čutili veliko potrebo, da se posvetite same sebi. ",velik
Počasi popijte velik kozarec oligomineralne negazirane vode z dvema žlicama limoninega soka..,velik
