Polisemna lema;Stavek
stran;Z upoštevanjem dveh variabel: 1. izražanja kontrole in 2. stopnje razumevanja nasprotne strani, dobimo štiri pogajalsske stile: tekmovalec, izogibovalec, vsklajevalec in sodelavec. 
stran;Zahteva, da posamezna pogajalska stran dobro pozna vsaj dve kulturi in lahko uporablja obrazce ene, druge ali obeh. 
stran;V igri sta bila tudi sladka voda in globin, da so lasje lepo štrleli na vse strani, kar smo kmalu nadgradili s peroksidom in barvami iz Italije. 
stran;Fukal sem jo rigorozno počasi, konsekventno sem praznil jadra strasti, se obnašal kot državni arhivar pred penzijo, ki na tržnici kupuje krompir v akciji in si vsak gomolj posebej ogleda z vseh štirih strani neba. 
stran;Ko je šla Ariana na stran in je Luca pomival posodo, me je podrezala, čemu se pa takrat pri kanalu nisem v tem stilu potrudil. 
stran;Kako je na drugi strani vse to spet prišlo ven, raje zamolčim. 
stran;Na hrbtni strani že zdavnaj potekle osebne izkaznice Janje Gavranovič je kot novo osebno ime težko čitljivo zapisano tudi Hegler. 
stran;(strani 113 in 115)
stran;Glavne strani neba lahko v naravi določimo s pomočjo številnih znamenj, največkrat s pomočjo Sonca ali zvezd.
stran;Razvoj pa ima tudi slabe strani. 
stran;Danes letala omogočajo potovanje mnogim ljudem dnevno na vse strani neba. 
stran;Na podlagi končne ocene uspešnosti zadetkov, indeksa OZI, se je mogoče odločati o nadaljnjem optimiranju spletnih strani. 
stran;Če govorec gleda stran, se udeležencem zdi, da ima kaj za bregom, če zre z višave, se jim zdi vzvišen in ohol. 
stran;Nato tiskalnik dvakrat kliknemo, da odpremo okno nastavitev in nastavimo vse, kar je potrebno za barvno tiskanje – v našem primeru bomo nastavili, naj tiska recimo barvno v navadni kakovosti izpisa, stran pa naj bo velikosti A4.
stran;Goljufi poskušajo prodajati tudi prek naših spletnih strani in če se vam cene zdijo malce preveč ugodne, jih prezrite. 
stran;Celoten uporabniški priročnik ima namreč do danes kar 432 A4-strani, ironično pa je, da na disku zasede skoraj štirikrat toliko prostora kot inštalacijska datoteka programa!! 
stran;Tisti večer je bil Jurko čisto drug človek, lepo zlikan in urejen, in skoraj neverjetno, celo nemirne lase na glavi je imel počesane na vsako stran s prečo na sredi. 
stran;Mama si je naenkrat zaželela raketo, s katero bi v trenutku švignila daleč stran, ali pa z njo še dlje poslala oba skesanca, ki sta zdaj pred njo nedolžno zavijala oči. 
stran;Slovenski kovanci so zanimivi tudi zato, ker imajo na zadnji strani upodobljene živali. 
stran;Kajti ti dve črki iz Ks. sta kot po naključju inicialki Katona in Stanka, ki je na njunih imenih Prešeren nekako v istem času gradil svoj magični in »uničujoči« štirivrstični epigram s končno anagramsko metaforo, o kateri bom na straneh te knjige še spregovoril. 
stran;Avtor, dvakratni prevajalec (v srbščino in francoščino) našega pesnika, dovolj dobro pozna slovensko kulturo in samega Prešerna, da lahko suvereno analizira in ovrednoti obravnavane fenomene, njegov pogled »s strani« in »od zunaj« pa mu pomaga, da Prešerna vidi in doživi na nenavaden, svež in ploden način. 
stran;Vse je znal obrniti na lepo stran, vse je znal zabeliti s kakšno lepo, duhovito, dostojno šalo (prim. str. 87).
stran;Na isti strani pravi Pronzato, kolikokrat zagrizeno iščemo veselje pri že pri izčrpanih in skoraj praznih virih. 
stran;Po drugi strani pa je bila nesporna voditeljica družbe, zato sta ji potrpežljivo prisluhnili ter ji vneto pritrjevali vsakič, ko je postala, da bi zajela sapo. 
stran;Potem je od strani odgovoril šibak glasek. 
stran;Ravno ko je dobil nazaj svoje orožje in se obrnil k ostalim, se je z druge strani strehe razlegel strel.
stran;Kez ni vedel, ali ga Vrana čaka na drugi strani vidkoma, vendar je predvideval, da bo v vsakem primeru prejela sporočilo in spregovoril, kakor bi bila tam.
stran;Je pa tudi druga stran. 
stran;Joker je splovil stranko, prenovljeno Jokerjevo stran z arhivom naših vrlih člankov in z mn3njalnikom, tretjo generacijo rumenega ter jakega izmenjevalnika mnenj. 
stran;strani [9]: 1 2 3 4 5 6 7 8 9
stran;Na drugi strani freske je predstavljena zla vladavina. 
stran;Platon in Sokrat, prednja stran knjige The Prognostics of Socrates the King [Napovedi Sokrata kralja], Matthew Paris (1259).
stran;Pri tem se privzema, da bodo vpleteni pripravljeni prisluhniti argumentom nasprotne strani, o njih pošteno presoditi in po potrebi spremeniti svoje stališče. 
stran;Gore tvorijo pregrado med puščavo na eni strani in morjem na drugi. 
stran;Z oceanske strani nosijo vetrovi oblake, ki se dvigajo po pobočju gora. 
stran;Navedena hitrost: 25/5 strani na minuto (čb/barvno).
stran;Novi različici izdelkov brez predvajalnika se bosta imenovali Windows XP Home Edition N in Windows XP Professional Edition N, kar sta imeni, predlagana s strani EU. 
stran;• Vsak avtor dokumenta ali strani je odgovoren za njeno vsebino.
stran;Pomembno je opozoriti, da priznavanje akademskih kvalifikacij (tj. zaradi študija v drugi državi članici) zajema mreža ENIC-NARIC (glej naslednjo stran).
stran;4. stran (ure in nalivnik by Bojan)
stran;Tom je odšel k zadnji strani hiše in brata za njim. 
stran;"Nešteto kanjonov, ki so se spuščali k reki San Juan, je bilo vsekanih v od meseca obsijano pokrajino kot temne razpoke; na drugi strani je videl skupek rumenih luči mesta Bluff, na robu mesta pa skupino zgradb, med katerimi je bila njegova skromna veterinarska ambulanta. "
stran;Na drugi strani se je prikazal rečni breg z granitnimi ploščami in strmim nasipom prva kopnina, ki sta jo videla po več dneh. 
stran;To ni Čarovnik iz Oza in honduraški vojaki na obeh straneh mostu ne bodo odložili pušk in rekli: Dobrodošla, Dorothy! 
stran;Povprečna letna stopnja gospodarske rasti se je v obdobju od leta 2004 do leta 2007 pospešila, na kar so na eni strani vplivali ugodna mednarodna konjunktura in s tem povezano povečevanje izvoza ter investicij v stroje in opremo, zlasti v začetnih letih stabilizacija makroekonomskega okolja pred vstopom v EU, v zadnjih dveh letih pa dodatno še povečane infrastrukturne investicije. 
stran;Po drugi strani pa je izpostavljenost tečajnim tveganjem zelo nizka, saj v valutni strukturi bruto zunanjega dolga in v tem tudi javnega in javno garantiranega dolga z več kot 90 % prevladuje evro. 
stran;Po drugi strani Slovenija prehiteva povprečje EU glede dostopa gospodinjstev do interneta. 
stran;Na strani izdatkov države je k nižji rasti izdatkov največ prispevala nizka rast sredstev za zaposlene, ki so se v letu 2007 povečala le za 4,6 % in počasna rast izdatkov za socialna nadomestila v denarju in naravi, ki so se zaradi uveljavitve enotnega mehanizma njihovega usklajevanja z inflacijo (razen pokojnin) povečali le za 4,3 %. 
stran;Glede na to da je Begič za svoj pljunek dobil tri tekme, so jo pretepači še dobro odnesli, s čimer se strinja tudi Majer: »Res je, kazni bi bile lahko tudi drugačne, tako na eni kot na drugi strani, toda pri odločanju smo upoštevali tudi košarkarsko oziroma športno stališče ter tudi dejstvo, da so strasti v finalu bolj napete kot prej.«
stran;S tržne strani je hiša triosna in je zaključena s trapezastim čelom. 
stran;Če pustimo umazane podrobnosti ob strani, se Ruplu tačas dogaja samo to, kar se v tej državi dogaja vsem svojeglavim, neubogljivim ljudem, pri tem pa vsi, vključno s prijatelji, ki se poskrijejo, po malem uživajo. 
stran;Tako zapeljivo ga je pogledala, da se je Richard takoj obrnil stran. 
stran;Mislim, da je bil do zdaj na naši strani, sicer princ ne bi tako hitro izvedel, da mu je Shakovski za petami.
stran;Sistem je predstavljen na spletni strani www.e.Kompenzacije.com, njegova uporaba pa je nadvse enostavna, hitra in učinkovita. 
stran;Jakob Štumf, tiskovni predstavnik ministrstva, je še zapisal, da se s takšno odločitvijo strinjajo vse vpletene strani, s tem pa je omogočena sporazumna razrešitev več let trajajočih sporov, povezanih z upravljanjem bohinjskega ribiškega okoliša. 
stran;Planšarska koča na Blekovi planini stoji na drugi strani meji. / Foto: Jelena Justin
stran;Vrnemo se na gozdno cesto, nato pa s severne strani Ajdne sledimo markacijam in se povzpnemo na njen vrh. 
stran;strani [3]: 1 2 3
stran;Pritiski na stroške v gospodarstvu torej grozijo z več strani.
stran;Tudi prečrtana mesta in opombe na dnu strani? 
stran;Po drugi strani, ko nekdo razmišlja le z namenom, da uporabi svoj um, ko razmišlja kot umno bitje (in ne kot zobnik v stroju), ko razmišlja kot član umnega človeštva, tedaj mora biti raba uma svobodna in javna. 
stran;To je zakopano v srcu, hkrati pa gre za večno raziskovanje, brušenje, razmišljanje, vendar si po drugi strani ne želi biti sužnja harfe.
stran;Ne, Brigiti se zdravje ni poslabšalo, le nekdo si je na omenjeni strani v njenem imenu ustvaril profil in pridobil okoli 1.500 prijateljev.
stran;Razen če se bo vendarle odločil spregovoriti o tisti drugi, za bralce zanimivejši strani svojega življenja … 
stran;Podpisani, izvoznik blaga, navedenega na prednji strani,
stran;Partner vam bo stal ob strani.
stran;Nehvaležno je govoriti o njegovih slabih plateh, nemogoče bi bilo govoriti o njegovih dobrih straneh.«
stran;Razkritje o razvratu nogometašev zagrebškega Dinama, v katerega naj bi bila, pa ne z vijuganjem med pravimi koli, vpletena celo Janica Kostelić, je dvigovalo temperaturo tudi na tej strani meje. 
stran;Partner vam bo stal ob strani.
stran;»Bolj ko sem preučevala svoj položaj, bolj sem razmišljala, da bi bila mogoče zame najboljša rešitev, da bi sprejela nasvet obeh strani medicine in ju združila. 
stran;Vizualizirajte, da Bog ali Buda ali Marija ali Jezus ali Tao odvzamejo vaša vprašanja, jih vzamejo vase v svojo brezmejno energijo ter jih tako umaknejo stran od vas in vaše energije. 
stran;Vizualizirajte ali začutite čakro z vseh možnih strani – od zgoraj in spodaj, z leve in desne, od spredaj in zadaj, navznoter in navzven, da boste prepričani, da je čakra temeljito prečiščena. 
stran;Zemljevid na notranji strani platnic
stran;Celo bana bane, priložnostni trgovci, strankam povedo, da imajo odmor, blago potisnejo na stran in se obrnejo proti Meki ter molijo. 
stran;8. stran CVŠ V CICIDOJU
stran;NASLOVNICE: števila ali sodobni poklici, lahko v povezavi z didaktično nalogo na 2. strani
stran;Za ilustratorja: narisani naj bodo predšolski otroci in odrasli v opisani akciji, nas spodnjem robu strani pa ustrezni zabojniki.
stran;Prosim, Simona, daj ga stran. 
stran;Po eni strani mi je bilo žal, po drugi pa me je bilo sram, ker nisem bila na nivoju, ampak na vsak način sem hotela videti sončni vzhod do konca. 
stran;V žepu sem imela denar, ki ni mogel večno trajati in bi ga morala dati na stran, ampak če bi si kupila novo delovno haljo, mi ne bi ostalo veliko, sem si rekla. 
stran;Slišala sem ga, kako je smrkal na drugi strani mreže. 
stran;Dobra stran pri drogeriji je vsaj to, da dobi človek solidno izobrazbo, in če tako pomislim, to niti ni bila slaba služba. 
stran;Zavohala sem luno, ki se je spuščala na drugi strani Zemlje, noč je bila vetrovna, dišalo je po mrzlem pesku. 
stran;Mama mi je rekla, da sem očitno še vedno tako neumna, da nisem dajala na stran nobenih prihrankov, ki bi mi zdaj prišli prav. 
stran;strani [14]: ' nazaj:prva 3 4 5 6 7 8 9 10 11 12 13 14
stran;strani [11]: 0 1 2 3 4 5 6 7 8 9 10 11
stran;strani [8]: 1 2 3 4 5 6 7 8
stran;strani [4]: 1 2 3 4
stran;strani [6]: 1 2 3 4 5 6
stran;V mislih pustite delo ob strani. 
stran;No, na celi stvari ni nič: to, da se strani aluminijske folije razlikujeta, je odvisno od načina izdelave. 
stran;Samo tista stran, ki leži zunaj, se med valjanjem spolira, notranja pa ostane motna. 
stran;Pri sodobnih izdelkih, kakršni so kombinirane aluminijsko-plastične folije ali folije s posebnim kritjem proti lepljenju, je treba paziti, da za peko uporabimo pravo stran.
stran;Po eni strani tudi zdravniki vedo, da se bodo sami v določenem trenutku nemoči uradne medicine zatekli k zdravilcu, čeprav jim tega njihov kodeks ne dovoljuje, vendar bodo v boju za svoje življenje šli prek vseh ovir, tudi mišljenjskih in uradnih blokad, samo da bi ušli prerani smrti in bi tudi njim v hudem trenutku zagorela lučka upanja. 
stran;Po drugi strani vsevedi in najboljši zdravilec prosi za pomoč uradno medicino, kajti tudi on ve, da si sam na določeni ravni ne more več pomagati. 
stran;O novih kontracepcijskih tabletkah smo več pisali v Zdravju, avgusta 2004 (stran 18). 
stran;Boljše digitalne kamere imajo na zadnji strani zelo uporaben zaslon (monitor) na tekoče kristale LCD (Liquid Crystal Display), ki omogoča ogled posnetih fotografij. 
stran;[DIGITALNE KAMERE - stran 12]
stran;[DIGITALNE KAMERE - stran 36]
stran;[TEMELJI DIGITALNIH SLIK - STRAN 72]
stran;[STROJNA OPREMA -- STRAN 96]
stran;[STROJNA OPREMA -- STRAN 102]
stran;[STROJNA OPREMA -- stran 118]
stran;[SKENIRANJE -- stran 127]
stran;[OSNOVE PROGRAMA PHOTOSHOP -- stran 186]
stran;[IZHODNE NAPRAVE -- stran 249]
stran;[IZHODNE NAPRAVE -- stran 257]
stran;Na internetu lahko najdemo številne spletne strani, ki uporabljajo interaktivne slike. 
stran;Interaktivne slike je najbolj pripraviti v Photoshopu, s spletnimi povezavami pa jih opremimo v enem izmed profesionalnih programov za izdelavo spletnih strani (npr. Dreamweaver).
stran;Dvojna postelja, ki je bila na eni strani zametana s kupom obleke in na drugi z zavozlanimi rjuhami, je zasedla domala ves prostor v majhni spalnici. 
stran;Na drugi strani sobe je bila ženina toaletna mizica z razpostavljenimi družinskimi fotografijami, med katerimi jih je bilo pol ducata obrnjenih z licem navzdol.
stran;Šla sta po labirintu hodnikov do malo uporabljanih vrat na severni strani stavbe in stopila ven. 
stran;Ljudje so se kot jata arktičnih ptic, ki gredo za toploto, zbirali na južni strani.
stran;Naposled pa je stopila stran od njega.
stran;Planila je pokonci, iztegnila roke v bran in se pognala stran. 
stran;Oklevaje se je umaknil na nasprotno stran mize in pobral klobuk z nje.
stran;»Vi pa ste patron, Kovac,« je rekel in začel koračiti v majhnem krogu ob nasprotni strani jedilne mize. 
stran;Neil Fallon je brez izraza stal ob strani. 
stran;Naglo se je obrnila in dobrih pet metrov stran zagledala Rubla. 
stran;Ike je hitro stekel stran in izginil za hlevi O. K. Corrala. 
stran;Sl. 20 Odbitek, trebušna stran
stran;Poleg tega je bilo nekaj raziskav slovenskih avtorjev na temo slovenskih ekonomskih vprašanj, ki so bile odobrene na podlagi uspešnih revizij s strani raziskovalnega komiteja Svetovne banke.
stran;Poskus ustoličiti narodno Cerkev je kmalu propadel, podprli ga niso niti tisti duhovniki, ki so stali trdno na strani ljudske oblasti. 
stran;Poceni vozovnica, kupljena v zadnjem hipu, jo bo popeljala stran od moškega, ki ga že dolgo skuša zapustiti. 
stran;Na obeh straneh so sodelovale velikanske sile, ki sta jih vodila dva znamenita poveljnika, na italijanski Emanuele Filiberto vojvoda d'Aosta, na avstrijski pa Svetozar Borojević. 
stran;Temu primerno velike so bile tudi žrtve: na italijanski strani 51.232, na avstrijski pa 41.835 mrtvih in ranjenih.
stran;Zadnji del knjige je namenjen podrobnemu prikazu (kar 140 strani) verskega življenja v župniji nekoč in danes. 
stran;Za Slovenijo bi bilo morda veliko bolje, če bi se že od vsega začetka postavila na eno stran ali če bi zavzela jasno avtonomno stališče, kot pa da se iz dneva v dan igra slepe miši.
stran;Vsaki turi so namenjene štiri strani, tako da dobi pohodnik o njej veliko koristnih podatkov.
stran;"384 strani; prodajna cena: 8.130 SIT"
stran;"Poskrbi, da se boš v svoji koži tako dobro počutila, da ti bo pravzaprav vseeno, ali je iz njegove strani tudi kakšen znak naklonjenosti; sama s sabo bodi tako zadovoljna, da ti bo dovolj že to, da ga samo pogledaš med šolsko uro in to bo to. "
